recorded_at,phase,duration_seconds,completed_batches,warmup_batches,total_events,ractors,redis_connections,fiber_concurrency,preserve_order,median_runtime_events_per_second,median_end_to_end_events_per_second,minimum_runtime_events_per_second,maximum_runtime_events_per_second,throughput_degradation_percent,latency_p95_ms,rss_start_bytes,rss_end_bytes,rss_peak_bytes,rss_growth_bytes,rss_growth_bytes_per_hour,gc_runs,allocated_objects,failures,ordering_failures,memory_stable,throughput_stable,stable,interrupted,ruby_version,orchestrator_version
2026-06-20T10:55:10Z,pgoutput_redis,3600.5929463920183,180,1,1800000,3,5,50,true,11006.013380562843,422.1256967485774,9580.76108964758,12453.325914834948,0.6592136999189522,22831.992542982334,82354176,174665728,187379712,92311552,65663406.082668915,1583,445015606,0,0,false,true,false,false,4.0.5,0.1.0
