recorded_at,phase,duration_seconds,completed_batches,warmup_batches,total_events,ractors,redis_connections,fiber_concurrency,preserve_order,median_runtime_events_per_second,median_end_to_end_events_per_second,minimum_runtime_events_per_second,maximum_runtime_events_per_second,throughput_degradation_percent,latency_p95_ms,rss_start_bytes,rss_end_bytes,rss_peak_bytes,rss_growth_bytes,rss_growth_bytes_per_hour,gc_runs,allocated_objects,failures,ordering_failures,memory_stable,throughput_stable,stable,interrupted,ruby_version,orchestrator_version
2026-06-19T11:39:15Z,streams,301.69011493300786,134,1,1340000,3,5,50,true,16259.227524510516,4601.496855441846,8686.282673506536,18993.026325044393,2.0974279821006183,1831.5228480059886,77451264,116297728,117264384,38846464,274569061.1253278,1813,189388092,0,0,true,true,true,false,4.0.5,0.1.0
