recorded_at,phase,duration_seconds,completed_batches,warmup_batches,total_events,ractors,redis_connections,fiber_concurrency,preserve_order,median_runtime_events_per_second,median_end_to_end_events_per_second,minimum_runtime_events_per_second,maximum_runtime_events_per_second,throughput_degradation_percent,latency_p95_ms,rss_start_bytes,rss_end_bytes,rss_peak_bytes,rss_growth_bytes,rss_growth_bytes_per_hour,gc_runs,allocated_objects,failures,ordering_failures,memory_stable,throughput_stable,stable,interrupted,ruby_version,orchestrator_version
2026-06-22T01:12:58Z,streams,28802.918583373,12120,1,121200000,3,5,50,true,13880.90503582698,4424.805354916947,2068.4867391628104,19750.483530718593,10.897422164875449,1848.8175269958447,80261120,148508672,155504640,68247552,2890892.2169127185,115005,17113225205,0,0,false,true,false,false,4.0.5,0.1.0
