phase,iteration,elapsed_seconds,events,runtime_events_per_second,end_to_end_events_per_second,latency_p95_ms,cpu_percent,rss_bytes,rss_delta_bytes,gc_runs,allocated_objects,failures,ordering_failures
streams,30,65.92123778200039,10000,17369.571449493153,5140.388904353867,1320.998855997459,191.17841847936342,90537984,10276864,422,42393192,0,0
streams,31,68.0907668140062,10000,13795.331289576377,4652.91553965421,1435.1233229972422,156.73113240557814,95559680,15298560,434,43806140,0,0
streams,32,70.61647938200622,10000,13246.98473559113,3986.026543888907,1777.6776160026202,144.6459548534273,95535104,15273984,448,45218666,0,0
streams,33,72.77298896800494,10000,13659.656498686038,4687.531922814232,1389.6931660055998,159.55131080042023,93167616,12906496,461,46633176,0,0
streams,34,74.72786239000561,10000,17650.00756884229,5163.98159523914,1327.8777790037566,194.20316847903035,89128960,8867840,479,48048422,0,0
streams,35,77.17766731700249,10000,12000.774674030812,4114.535828586483,1594.2510069944547,134.50898398420483,90873856,10612736,492,49459004,0,0
streams,36,79.35544765100349,10000,16192.340784760767,4629.213347618791,1538.3713120027096,179.6410885081822,95858688,15597568,504,50872786,0,0
streams,37,81.48662203099957,10000,13799.080962826489,4731.617592083762,1392.0189499986009,164.6185645703145,86310912,6049792,518,52287064,0,0
streams,38,83.68273402600607,10000,13090.071151240645,4615.588924783366,1381.728557003953,145.44011350890236,88035328,7774208,537,53700678,0,0
streams,39,86.12448405200121,10000,12644.770594955824,4135.958455564533,1589.2796959960833,142.5630447490738,89038848,8777728,552,55111980,0,0
streams,40,88.18719447799958,10000,17910.919850365663,4889.93260717807,1445.6734199993662,197.32951158351776,91189248,10928128,567,56527295,0,0
streams,41,90.23074889500276,10000,15075.94462624126,4953.3093948413325,1369.8744180001086,174.9893301877879,88875008,8613888,579,57942282,0,0
streams,42,92.76080152900249,10000,9896.699673937655,3981.722879037993,1506.946789995709,117.76708868686043,96657408,16396288,593,59349777,0,0
streams,43,94.93585835900012,10000,16829.404058819862,4633.387918585832,1512.0131809962913,186.89772092143193,94846976,14585856,606,60764802,0,0
streams,44,97.00477769700228,10000,16648.710394323523,4877.923425003673,1419.241180003155,184.0637310438211,94453760,14192640,622,62179848,0,0
streams,45,99.31282425999962,10000,11626.571867676428,4380.479065432477,1413.0977419990813,134.11359532210358,89391104,9129984,641,63590984,0,0
streams,46,101.68660141800501,10000,13010.354153686589,4260.292825071716,1543.7449410019326,143.93180344384626,96083968,15822848,657,65002237,0,0
