phase,iteration,elapsed_seconds,events,runtime_events_per_second,end_to_end_events_per_second,latency_p95_ms,cpu_percent,rss_bytes,rss_delta_bytes,gc_runs,allocated_objects,failures,ordering_failures
cpu_redis,1,25.570587095979135,10000,393.08641044278994,391.44212329156966,24087.52080699196,197.16234078747138,82477056,7335936,2191,60860318,0,0
cpu_redis,2,48.41389218499535,10000,440.8381125625234,438.2075455911315,21488.48473202088,206.94942142449668,83386368,8245248,3099,121721152,0,0
cpu_redis,3,69.77615162098664,10000,472.1127821789203,468.63738308317363,19887.647074996494,213.96813421804546,83382272,8241152,3800,182581538,0,0
cpu_redis,4,90.6510333409824,10000,483.21346586557013,479.57939203815306,19547.15454802499,216.16548282845943,83386368,8245248,4446,243442134,0,0
cpu_redis,5,113.75372493598843,10000,435.8506972515313,433.3225985300519,21731.635248026578,206.72314082290012,83533824,8392704,5380,304302613,0,0
cpu_redis,6,139.36579730099766,10000,392.8228687630971,390.8164785490248,24143.728105002083,196.998013056756,85168128,10027008,7463,365163189,0,0
cpu_redis,7,160.92143531600595,10000,467.28859579763844,464.4143312802669,20155.4372109822,211.74824152142625,84779008,9637888,8229,426024619,0,0
cpu_redis,8,183.98791169698234,10000,436.52417145124554,433.9940474929825,21701.28586201463,207.09285254053458,84545536,9404416,9262,486885807,0,0
cpu_redis,9,206.93970095698023,10000,438.809107386098,436.19082652292417,21496.876356977737,202.9678736686536,84627456,9486336,10108,547746185,0,0
cpu_redis,10,230.70849829399958,10000,423.47958060913834,421.14715494598045,22354.730615013978,204.17752866219732,83755008,8613888,11291,608606815,0,0
cpu_redis,11,255.69499459900544,10000,402.6013897641606,400.5789632648573,23330.48253299785,200.2683222392668,84586496,9445376,13129,669467502,0,0
cpu_redis,12,281.2693395880051,10000,393.4165231463077,391.54874258853414,24113.58280997956,198.33187203104814,85442560,10301440,15051,730327906,0,0
cpu_redis,13,306.27014875700115,10000,402.3604460275471,400.3628587076276,23485.61970097944,197.76754545383704,85131264,9990144,16741,791188709,0,0
