recorded_at,phase,scenario,service,action,stage,events,ractors,redis_connections,fiber_concurrency,fault_delay_seconds,outage_seconds,baseline_events_per_second,fault_duration_seconds,fault_injection_error,faulted_run_completed,faulted_run_seconds,faulted_failures,faulted_error_class,faulted_error_message,faulted_deliveries,faulted_event_loss,recovered,recovery_seconds,recovery_attempts,recovered_events_per_second,recovery_throughput_change_percent,recovered_deliveries,recovered_event_loss,failures,ordering_failures,ruby_version,orchestrator_version
2026-06-19T12:16:12Z,cpu_redis,redis_restart,redis,restart,runtime,10000,3,5,50,0.05,3.0,457.5085954120784,2.481203800998628,,true,28.33803606800211,109,,,9891,109,true,68.60955394699704,1,253.50787722487001,-44.589483177570635,10000,0,0,0,4.0.5,0.1.0
2026-06-19T12:18:24Z,cpu_redis,redis_outage,redis,outage,runtime,10000,3,5,50,0.05,3.0,231.6575060621368,5.74545833299635,,true,43.92561140199541,936,,,9064,936,true,88.35165505300392,1,229.57853594760599,-0.897432658181679,10000,0,0,0,4.0.5,0.1.0
