recorded_at,phase,duration_seconds,completed_batches,warmup_batches,total_events,ractors,redis_connections,fiber_concurrency,preserve_order,median_runtime_events_per_second,median_end_to_end_events_per_second,minimum_runtime_events_per_second,maximum_runtime_events_per_second,throughput_degradation_percent,latency_p95_ms,rss_start_bytes,rss_end_bytes,rss_peak_bytes,rss_growth_bytes,rss_growth_bytes_per_hour,gc_runs,allocated_objects,failures,ordering_failures,memory_stable,throughput_stable,stable,interrupted,ruby_version,orchestrator_version
2026-06-20T05:43:16Z,streams,301.57836593699176,110,1,1100000,3,5,50,true,10461.23431455903,3703.5576737702327,8669.043322013738,11227.172279150187,0.0,1849.3166459957138,80584704,122703872,122769408,42119168,440352371.6061023,1379,155107517,0,0,true,true,true,false,4.0.5,0.1.0
